Date,Close,High,Low,Open,Volume,SMA_20,EMA_20,RSI,MACD,MACD_signal,MACD_hist
2009-01-02,14.872976303100586,14.924186524755868,14.17066229975861,14.28771463364894,50084000,,14.872976303100586,,0.0,0.0,0.0
2009-01-05,15.011970520019531,15.121706865105171,14.67544414700046,14.77786594507061,61475200,,14.886213847569056,,0.011087857759916275,0.0022175715519832553,0.00887028620793302
2009-01-06,15.187551498413086,15.363129959071935,15.077815134923,15.180235554797273,58083400,,14.914912671458964,,0.033655028266915465,0.008505062894969698,0.02514996537194577
2009-01-07,14.273086547851562,14.843717874210755,14.251138706131274,14.770559797184047,72709900,,14.853786373972545,,-0.021996444209909427,0.002404761473993873,-0.0244012056839033
2009-01-08,14.719350814819336,14.770561054484874,14.302350158883431,14.360876346411814,70255400,,14.840982987386525,,-0.02974792477739996,-0.004025775776284894,-0.025722149001115066
2009-01-09,14.280397415161133,14.851027143157362,14.199923419521149,14.75592265361591,49815300,,14.787593885269821,,-0.07049824001210325,-0.017320268623448567,-0.05317797138865468
2009-01-12,14.243821144104004,14.477927243124276,14.119452845870212,14.419399671838631,52163500,,14.735806005158791,,-0.104539491633453,-0.03476411322544945,-0.06977537840800355
2009-01-13,14.499870300292969,14.624238569478452,14.280397540729773,14.280397540729773,65843500,,14.713335938028711,,-0.10959308096691878,-0.04972990677374332,-0.05986317419317546
2009-01-14,13.965818405151367,14.397449359797385,13.90729224496413,14.28771298386803,80257500,,14.642143792040393,,-0.15490595221136338,-0.07076511586126734,-0.08414083635009605
2009-01-15,14.075562477111816,14.119456772408697,13.548826747425798,13.951194144291918,96169800,,14.588183666809101,,-0.17988766665149036,-0.09258962601931195,-0.08729804063217841
2009-01-16,14.419397354125977,14.565713468073657,14.009714188595908,14.36087118762168,79634100,,14.572108779886898,,-0.16998180980827904,-0.10806806277710537,-0.061913747031173666
2009-01-20,13.519558906555176,14.353558639784396,13.439086288496185,14.23650489507536,89873000,,14.471865934807687,,-0.2320656806369552,-0.13286758634907533,-0.09919809428787987
2009-01-21,14.17797565460205,14.229187267314556,13.50492409377775,13.804872243884482,68340900,,14.443876384311912,,-0.22553899348603146,-0.15140186777646658,-0.07413712570956488
2009-01-22,12.517293930053713,13.300081785542124,12.488030154526776,13.204975910453207,222436600,,14.260392341049226,,-0.35033128222365484,-0.19118775066590424,-0.1591435315577506
2009-01-23,12.583135604858398,12.795292388772609,12.253925118161352,12.4148716920057,117020600,,14.100653604269148,32.85865878060112,-0.43885831179465384,-0.24072186289165418,-0.19813644890299967
2009-01-26,12.897714614868164,13.02939882798559,12.605083805370423,12.648979473325412,92476500,,13.98608798623096,34.578455896469876,-0.478121239443011,-0.2882017382019256,-0.18991950124108542
2009-01-27,12.91966152191162,13.146450208579468,12.751398992944306,13.007451456149251,61695000,,13.884523561057689,33.07858824895614,-0.5016833669310703,-0.3308980639477545,-0.1707853029833158
2009-01-28,13.197660446166992,13.395185335773176,12.992818217813204,13.022080595936018,64145500,,13.819108026306195,41.13383694636898,-0.4922499814961476,-0.36316844745743315,-0.12908153403871447
2009-01-29,12.868453979492188,13.139136991778567,12.84650614253358,13.007454156148787,49192800,,13.72856954565724,34.440281587702074,-0.5055109505739424,-0.391636948080735,-0.11387400249320734
2009-01-30,12.509979248046877,13.014768263815316,12.509979248046877,12.978188540716872,62370900,13.837061834335326,13.612513326837206,34.912685574443685,-0.5387360650313973,-0.4210567714708675,-0.11767929356052975
2009-02-02,13.044034004211426,13.263506817795257,12.436824398230437,12.458772237738463,88871700,13.745614719390868,13.558372438968084,40.57470513457514,-0.5160250366640664,-0.4400504245095073,-0.07597461215455908
2009-02-03,13.534191131591797,13.614665147002055,12.875771301562152,13.058665776313392,86865100,13.671725749969482,13.5560694573132,42.68294868378228,-0.4532500152557386,-0.4426903426587536,-0.010559672596984981
2009-02-04,13.629294395446776,13.899978807236458,13.534189891256553,13.563453674314454,75618000,13.593812894821166,13.563043260944967,47.2684201717855,-0.39131547868522176,-0.43241536986404727,0.04109989117882551
2009-02-05,13.929241180419922,14.002397839912032,13.351294081890169,13.541504466392093,75195200,13.576620626449586,13.597919253275915,48.84787858244663,-0.31440445460863486,-0.40881318681296486,0.09440873220432999
2009-02-06,14.382818222045898,14.580344546258727,13.943871300030882,14.017029352929017,86746000,13.559793996810914,13.672671536015914,49.716872051796265,-0.21438078906725622,-0.36992670726382315,0.15554591819656693
2009-02-09,14.221869468688965,14.463290029938571,14.090185272484891,14.36818415695848,52196400,13.556867599487305,13.724976101032395,56.13807616613496,-0.14641080021781683,-0.3252235258546219,0.17881272563680506
2009-02-10,13.753665924072266,14.485243928445776,13.68050923993436,14.08287658419007,83953200,13.532359838485718,13.72770846513143,46.16406475104842,-0.128839031314115,-0.2859466269465205,0.1571075956324055
2009-02-11,14.053608894348145,14.258451181063585,13.841452057548151,13.856083948465097,58599000,13.510046768188477,13.758746601247307,68.42112244522238,-0.08967665028420413,-0.24669263161405725,0.15701598132985312
2009-02-12,14.090189933776855,14.134084215241382,13.563454370080413,13.878031681845895,75323200,13.51626534461975,13.790312632916788,68.1979685669348,-0.05505377139996703,-0.2083648595712392,0.15331108817127218
2009-02-13,13.965818405151367,14.243817317197308,13.929240078299491,14.09750261441608,47416000,13.510778141021728,13.8070274683677,63.518542569622454,-0.037221566336571144,-0.17413620092430562,0.13691463458773448
2009-02-17,13.324980735778809,13.626984053764248,13.17766142727521,13.61961794784496,75853300,13.45605731010437,13.761118255740186,54.435142531318846,-0.07394724179142287,-0.1540984090977291,0.08015116730630623
2009-02-18,13.347078323364258,13.590154185638626,13.2586864621095,13.42073656864542,54946900,13.447433280944825,13.721685881228193,51.73197825531347,-0.10011544501229253,-0.14330181628064179,0.04318637126834926
2009-02-19,13.192397117614746,13.538595757458657,13.118737443940754,13.479668299507749,49195600,13.398154354095459,13.671277427550722,53.9133227788821,-0.13181592326493252,-0.14100463767749993,0.009188714412567411
2009-02-20,13.258695602416992,13.398648893826248,13.008253461975984,13.089279273572174,69413800,13.435224437713623,13.631983920395129,59.73167323802873,-0.14986153651836176,-0.1427760174456723,-0.00708551907268945
2009-02-23,12.676779747009276,13.369178373751252,12.639950615722052,13.273421789439686,70803400,13.439906644821168,13.541012094358381,45.285159836918574,-0.20871265176062614,-0.1559633443086631,-0.052749307451963046
2009-02-24,12.647318840026855,12.779905982760964,12.050678102664904,12.544196131207675,122674500,13.427386856079101,13.45589845108871,37.08676604342121,-0.2547927414474884,-0.1757292237364282,-0.07906351771106024
2009-02-25,12.492630004882812,12.698876771875735,12.124333109857618,12.529460537350026,105894600,13.40603528022766,13.364158599069102,33.73196788102388,-0.3003316049293421,-0.20064969997501098,-0.0996819049543311
2009-02-26,12.094868659973145,12.581020391578583,12.094868659973145,12.558922074708889,83219500,13.35089569091797,13.243273842964724,24.461359156476107,-0.36431786901840724,-0.23338333378369025,-0.130934535234717
2009-02-27,11.895992279052734,12.168532664856416,11.859163142701032,11.999116389732192,93428000,13.302272605895997,13.114961313068344,12.734869730543622,-0.42616256934373986,-0.2719391808957002,-0.15422338844803968
2009-03-02,11.630815505981444,11.969648665535424,11.579254167289715,11.756036502064692,80602100,13.258314418792725,12.973614093345782,12.349118177491974,-0.4909135435833054,-0.31573405343322125,-0.17517949015008416
2009-03-03,11.697110176086426,11.962283703615414,11.520327824400434,11.807599672743136,80476600,13.190968227386474,12.852042291702034,16.163775451444167,-0.5307614438072576,-0.35873953150802856,-0.17202191229922908
2009-03-04,11.873894691467283,12.080140091344608,11.7044777233998,11.873894691467283,69285100,13.107953405380249,12.758885377393963,12.62270782406084,-0.5418302767294634,-0.3953576805523155,-0.14647259617714786
2009-03-05,11.247787475585938,11.69710943320236,11.247787475585938,11.682377220262197,89708500,12.988878059387208,12.614971291507485,9.456259051171926,-0.5942736100381989,-0.43514086644949224,-0.15913274358870666
2009-03-06,11.255151748657228,11.505593723710795,10.95314843843516,11.30671378629623,92821400,12.855173587799072,12.485464668378889,10.000146357746786,-0.6280018794790916,-0.4737130690554121,-0.15428881042367948
2009-03-09,11.159394264221191,11.593984659235185,11.122565141229895,11.196224089682977,66479100,12.694002389907837,12.359172248935298,11.917266500748013,-0.6549092189165222,-0.5099522990276342,-0.14495691988888804
2009-03-10,12.139066696166992,12.242190793800717,11.23305656909174,11.321447749601226,95184200,12.589862251281739,12.338209815338317,34.10862457878244,-0.5903766074496968,-0.5260371607120468,-0.06433944673765002
2009-03-11,12.603118896484377,12.669412443141567,12.102234946159376,12.249552845999014,84522200,12.532334899902343,12.36343925163794,42.83153385868576,-0.49607052143242747,-0.5200438328561229,0.02397331142369541
