Date,Close,High,Low,Open,Volume,SMA_20,EMA_20,RSI,MACD,MACD_signal,MACD_hist
2012-05-18,37.99576187133789,44.724282100009326,37.76717155111898,41.79235618185496,573576400,,37.99576187133789,,0.0,0.0,0.0
2012-05-21,33.821495056152344,36.43538195928824,32.797807137508464,36.3061774150545,168192700,,37.598212650844026,,-0.33298994537092597,-0.0665979890741852,-0.2663919562967408
2012-05-22,30.81006622314453,33.384197714086056,30.75043436769169,32.4102025271521,101786600,,36.95172251487264,,-0.8303126875924107,-0.21934092877783032,-0.6109717588145804
2012-05-23,31.803937911987305,32.300874441862106,31.167859760359534,31.17779871843652,73600000,,36.46145731459785,,-1.1312075481990718,-0.4017142526620786,-0.7294932955369932
2012-05-24,32.8276252746582,33.00652272503711,31.57534691333061,32.748117403003555,50237200,,36.11537807269884,,-1.2723984607895318,-0.5758510942875693,-0.6965473665019625
2012-05-25,31.714488983154297,32.74811786863476,30.91939129867887,32.698424974228445,37149800,,35.6962457784565,,-1.457315051334625,-0.7521438856969804,-0.7051711656376445
2012-05-29,28.663299560546875,31.49583819610612,28.474463145999607,31.28712386515125,78063400,,35.02644137675082,,-1.82898486907699,-0.9675120823729824,-0.8614727867040077
2012-05-30,28.01728057861328,29.36894657814204,27.689302562358076,28.524156039309936,57267900,,34.35890225311867,,-2.15087031607694,-1.204183729113774,-0.946686586963166
2012-05-31,29.418642044067383,29.48821285280686,26.66561329816687,28.375074225988158,111639200,,33.88840128082807,,-2.2667589076095993,-1.4166987648129392,-0.8500601427966601
2012-06-01,27.550161361694336,28.97140018315004,27.222183317947824,28.7129929523706,41855500,,33.284759383767714,,-2.4807753923602824,-1.629514090322408,-0.8512613020378745
2012-06-04,26.735183715820312,27.480588476832004,26.278003038984394,27.03334675762239,35230300,,32.660990272534626,,-2.6851936425638954,-1.8406500007707056,-0.8445436417931897
2012-06-05,25.711498260498047,27.589917836951688,25.59223265287856,26.53641286824006,42473400,,31.999133890435907,,-2.8964114117512523,-2.051802282966815,-0.8446091287844371
2012-06-06,26.645734786987305,27.00352967612063,25.363639593696767,25.91026898928395,61489200,,31.489286356774137,,-2.9543618907763793,-2.2323142045287283,-0.722047686247651
2012-06-07,26.1487979888916,27.182426814448583,25.989778461215497,26.83457088678374,26159500,,30.9806684169758,,-3.0057384278575263,-2.386999049194488,-0.6187393786630384
2012-06-08,26.933961868286133,27.589917974302555,26.27800576226971,26.38733051616409,38034000,,30.595267793291068,24.08011306201061,-2.949103115500943,-2.4994198624557793,-0.44968325304516377
2012-06-11,26.844512939453125,27.898017905694356,26.675554434858185,27.013471444048065,28219600,,30.238053045306504,29.78111111061979,-2.8782582341541065,-2.575187536795445,-0.30307069735866143
2012-06-12,27.23212242126465,27.599856300470996,26.794817728720947,27.311632193030547,15816800,,29.9517739382549,37.77173073405482,-2.759031907095075,-2.6119564108553712,-0.14707549623970362
2012-06-13,27.102922439575195,27.92783711428889,26.93396392086696,27.49053237839769,17102800,,29.680454747904452,32.92419148736285,-2.6444855592822343,-2.618462240540744,-0.026023318741490442
2012-06-14,28.116670608520508,28.146485587977967,27.212244353173865,27.480590542265865,16855000,,29.53152292510598,32.875724016155445,-2.4437358823132023,-2.5835169688952355,0.13978108658203325
2012-06-15,29.82612991333008,29.915578637849663,28.176300832110293,28.335320365553475,43563800,29.19601469039917,29.559580733508273,43.42104703569543,-2.1222374058732996,-2.4912610562908486,0.36902365041754903
2012-06-18,31.217554092407227,31.883451044587748,29.229807881387792,29.776437331153133,42978900,28.857104301452637,29.717482958165316,60.06265579602933,-1.735169292885761,-2.3400427036098312,0.6048734107240703
2012-06-19,31.714488983154297,31.982835162538155,30.51190349842741,31.346757014957813,30849000,28.751753997802734,29.907674008164268,64.73852526699483,-1.3724952610224221,-2.1465332150923495,0.7740379540699274
2012-06-20,31.406391143798828,31.73436919937549,30.959147479074957,31.72443024064134,15553600,28.78157024383545,30.050408973462797,58.68057909786874,-1.0972855735450544,-1.9366836867828907,0.8393981132378363
2012-06-21,31.644920349121094,32.30087645784274,31.31694229476027,31.47596184259203,21875300,28.773619365692138,30.20226719971597,70.85024127752092,-0.850132798332865,-1.7193735090928857,0.8692407107600206
2012-06-22,32.847503662109375,33.24505440006592,31.863571462220392,32.21142551443876,74834000,28.774613285064696,30.454194481848674,79.94163437939484,-0.55087388910108,-1.4856735850945246,0.9347996959934446
2012-06-25,31.863569259643555,32.81768641519591,31.356691914220733,32.65866688927051,24352900,28.78206729888916,30.588420651162473,80.25418166107849,-0.38862450925463676,-1.266263769926547,0.8776392606719103
2012-06-26,32.89720153808594,33.23511857912172,32.30087913217593,32.4897136760715,24858700,28.993762397766112,30.808304545155185,80.44534824379323,-0.17462228335384467,-1.0479354726120067,0.873313189258162
2012-06-27,32.032527923583984,32.698424838095654,31.704549893145536,32.26111826996118,28568000,29.19452476501465,30.92489724786269,77.66356399030116,-0.07394353677242549,-0.8531370854440905,0.779193548671665
2012-06-28,31.167858123779297,31.99277074856755,30.71067555455603,31.76418041178708,17713300,29.281985569000245,30.948036378902366,69.75881013880064,-0.06319802377399952,-0.6951492731100724,0.6319512493360728
2012-06-29,30.90945053100586,31.793996890154933,30.571533560972263,31.724426083794302,19526900,29.44995002746582,30.944361536245555,68.67579449315922,-0.07467268026400475,-0.5710539545408588,0.4963812742768541
2012-07-02,30.58147430419922,31.53559152542428,30.362821019255005,31.05853291481175,14122000,29.642264556884765,30.90980084747924,65.47291916431213,-0.1089751707605302,-0.4786381977847931,0.3696630270242629
2012-07-03,31.008838653564453,31.24736794835651,30.611287933248704,30.72061457090177,8763600,29.907131576538085,30.919233019487358,67.56030654271643,-0.10051671612029622,-0.40301390145189375,0.30249718533159753
2012-07-05,31.277183532714844,31.436203065663843,30.82994180716917,31.128102957532956,10032100,30.138704013824462,30.953323544556643,65.2298728554572,-0.07133780299563242,-0.33667868176064153,0.2653408787650091
2012-07-06,31.535593032836918,31.704551535796263,31.068473357908125,31.24737081935479,10945600,30.408043766021727,31.008777781535716,59.57684343745733,-0.027050001500807497,-0.2747529457086747,0.2477029442078672
2012-07-09,31.97289276123047,32.678545476412665,31.79399721262965,31.90332195416421,17785200,30.659990310668945,31.10059825579236,54.738126716159876,0.04284098941685244,-0.2112341586835693,0.25407514810042175
2012-07-10,31.277183532714844,32.28099551924437,30.96908342458396,32.23130262607119,14269500,30.881623840332033,31.117415901213548,47.32359148681839,0.041612499805033565,-0.16066482698584875,0.2022773267908823
2012-07-11,30.780244827270508,31.36663002415204,30.362818109077928,31.287120263337364,13030300,31.059029960632323,31.085304370361833,46.25442153306283,0.0005339573693916577,-0.12842507011480067,0.12895902748419233
2012-07-12,30.62122917175293,31.20761444266908,30.41251673413657,30.511904421618752,11300700,31.23494529724121,31.04110673239908,43.8175129055958,-0.04434118039064572,-0.11160829216996969,0.06726711177932397
2012-07-13,30.531782150268555,30.879638128081,30.37276259966788,30.849823147132483,8108300,31.355700874328612,30.99259962933903,33.841901220536315,-0.08612982644195455,-0.10651259902436666,0.020382772582412112
2012-07-16,28.076913833618164,30.313128209747045,28.037158001457914,30.313128209747045,24672100,31.26824007034302,30.714915267841803,28.078256276075777,-0.313718633349513,-0.14795380588939594,-0.16576482746011706
2012-07-17,27.91789436340332,28.41483089262636,26.98365315767853,28.30550424958532,30438600,31.10325708389282,30.44853232456195,17.925697347576502,-0.5011391248942303,-0.21859086969036284,-0.28254825520386745
2012-07-18,28.9316463470459,29.110543807111707,27.977527191915744,28.136546735160355,16841800,30.964114952087403,30.304066993369943,30.40200744546634,-0.5613984500601248,-0.28715238576431523,-0.27424606429580956
2012-07-19,28.82231903076172,29.31925556577485,28.454585160760526,29.22980683781949,13685100,30.834911346435547,30.16294813978821,33.611106520650935,-0.6109337363174987,-0.35190865587495196,-0.25902508044254674
2012-07-20,28.583789825439453,29.28943879780769,28.544033992575777,28.82231913563417,11869100,30.681854820251466,30.012552109850233,33.70473522713908,-0.6618091965013484,-0.4138887640002313,-0.24792043250111712
2012-07-23,28.573850631713867,28.822318898076595,27.83838479075968,27.94771143457126,12390700,30.46817216873169,29.87553292145629,35.2769572455706,-0.6949197725380145,-0.47009496570778797,-0.22482480683022654
2012-07-24,28.27568626403809,29.26955921678934,27.9278303514427,28.64341819498521,11539800,30.288778018951415,29.723166573130747,29.569079162174262,-0.7367269851159399,-0.5234213695894183,-0.2133056155265216
2012-07-25,29.160236358642575,29.30931694171351,27.907956048654327,28.21605617308925,17230200,30.10192975997925,29.66955417175092,35.51022635530667,-0.6905237739180485,-0.5568418504551443,-0.1336819234629042
2012-07-26,26.685489654541016,28.05703352063822,26.566224063911488,27.57997494944461,64597400,29.8345778465271,29.38535755106426,24.530264686421376,-0.8438711515241764,-0.6142477106689508,-0.22962344085522557
2012-07-27,23.564727783203125,24.389644188247303,22.143490993814915,23.047915266908458,123102300,29.45442132949829,28.83101185888701,15.55377293354671,-1.2033480080285948,-0.7320677701408796,-0.4712802378877151
2012-07-30,23.008161544799805,23.892709879737964,22.888897836138742,23.85295404640929,29285900,29.059356880187988,28.2764546861168,15.733141865386543,-1.5156744985752937,-0.8887891158277625,-0.6268853827475311
2012-07-31,21.576984405517575,23.22681551956962,21.47759861059925,23.22681551956962,56179400,28.609132385253908,27.6384098974883,14.602475793659664,-1.8572700735210042,-1.082485307366411,-0.7747847661545932
2012-08-01,20.7520694732666,21.447781400839585,20.71231553505065,21.36827162874517,44604400,28.096293926239014,26.98256795232433,13.890932833258574,-2.169541643090845,-1.2998965745112978,-0.8696450685795474
2012-08-02,19.91721534729004,20.712312969758557,19.698562079364503,20.64274216475034,56374500,27.528295516967773,26.30967722803535,13.172434659095387,-2.456072784363453,-1.531131816481729,-0.9249409678817242
2012-08-03,20.960783004760746,22.024226876553158,19.778073531576105,20.235256125306798,80647000,26.999555015563963,25.800258730580627,22.62999297501817,-2.569325998902869,-1.738770652965957,-0.8305553459369119
2012-08-06,21.78569984436035,22.014290217264588,21.169497648202604,21.258946384671678,27778900,26.49019536972046,25.41791978903584,27.563666135458377,-2.5629717495978497,-1.9036108722923357,-0.659360877305514
2012-08-07,20.59305000305176,22.312451911221387,20.374398602922312,22.063983635575998,36782900,25.955988693237305,24.95840838084688,19.885165056804382,-2.6239258521601556,-2.0476738682658997,-0.5762519838942559
2012-08-08,20.59305000305176,21.02041574046784,20.09611345176097,20.58311104454644,29537400,25.446628952026366,24.542659963914012,20.043442319156597,-2.641779626507713,-2.1664950199142625,-0.4752846065934504
2012-08-09,20.88127326965332,21.040292807993083,20.483724423803917,20.6228660459356,15610700,24.959631156921386,24.193956469222517,22.062029295201356,-2.6026697062077275,-2.253729957172956,-0.34893974903477165
2012-08-10,21.67637062072754,21.686309578675395,21.000536645572456,21.278821781125256,25794700,24.516860580444337,23.954186388413472,26.330165194916148,-2.478941407810563,-2.2987722473004775,-0.18016916051008547
2012-08-13,21.46765899658203,22.31245149723453,21.268883621488808,22.014288434594693,24973100,24.18639783859253,23.717374255858097,26.49281612923575,-2.370402598082954,-2.313098317456973,-0.05730428062598136
2012-08-14,20.2551326751709,21.467659054307543,20.12593000797661,21.27882263702746,39308800,23.803259754180907,23.387636962459318,19.93289310668645,-2.3550776805105578,-2.32149419006769,-0.03358349044286779
2012-08-15,21.07011032104492,21.27882276056956,20.275010709580265,20.513540024320918,47861100,23.41018295288086,23.166920139467468,28.647034436860494,-2.2512200248441054,-2.307439357022973,0.05621933217886754
2012-08-16,19.74825668334961,20.35451790401481,19.569359246029236,20.314763971089302,157565300,22.956479835510255,22.84133314364672,33.187406229330094,-2.249642151476067,-2.295879915913592,0.04623776443752492
2012-08-17,18.933279037475582,19.956968863725677,18.883586147982623,19.887398060170643,129293400,22.473954296112062,22.469137514487567,32.44863354129113,-2.2877814400867713,-2.294260220748228,0.0064787806614567955
2012-08-20,19.887401580810547,20.00666529497164,18.63512120814378,18.93328238920905,101186600,22.039631843566895,22.223257901756423,42.410730808614595,-2.215478726110188,-2.2785039218206204,0.06302519571043241
2012-08-21,19.04260635375977,19.857581902981902,18.973035547703574,19.46003308575919,70640600,21.577977848052978,21.920338706709124,42.33512170316528,-2.200974752062951,-2.2629980878690867,0.062023335806135727
2012-08-22,19.320894241333008,19.41034297497929,18.843833696665325,19.241384466498825,49892200,21.0860107421875,21.672772567149494,47.185759462564704,-2.142329302708845,-2.2388643308370386,0.09653502812819381
